"","GeneID","Chr","n.866","n.942","n.900","n.IXa","meanDiv","StDev"
"1143","CTYZ_00003187","Ctyz_5",1,1,NA,1,1,0
"1144","CTYZ_00003189","Ctyz_5",3,2,NA,4,3,1
"1145","CTYZ_00003190","Ctyz_5",1,1,2,1,1.25,0.5
"1146","CTYZ_00003191","Ctyz_5",7,5,1,6,4.75,2.63
"1147","CTYZ_00003192","Ctyz_5",1,NA,NA,1,1,0
"1148","CTYZ_00003193","Ctyz_5",1,3,NA,2,2,1
"1149","CTYZ_00003194","Ctyz_5",2,2,NA,1,1.67,0.58
"1150","CTYZ_00003196","Ctyz_5",7,3,NA,1,3.67,3.06
"1151","CTYZ_00003198","Ctyz_5",1,1,2,2,1.5,0.58
"1152","CTYZ_00003199","Ctyz_5",23,17,6,32,19.5,10.91
"1153","CTYZ_00003200","Ctyz_5",3,1,NA,NA,2,1.41
"1154","CTYZ_00003201","Ctyz_5",2,3,1,1,1.75,0.96
"1155","CTYZ_00003202","Ctyz_5",1,1,NA,2,1.33,0.58
"1156","CTYZ_00003203","Ctyz_5",4,7,1,4,4,2.45
"1157","CTYZ_00003204","Ctyz_5",3,4,2,NA,3,1
"1158","CTYZ_00003206","Ctyz_5",7,5,2,5,4.75,2.06
"1159","CTYZ_00003207","Ctyz_5",2,2,NA,4,2.67,1.15
"1160","CTYZ_00003209","Ctyz_5",3,3,1,3,2.5,1
"1161","CTYZ_00003210","Ctyz_5",2,1,NA,NA,1.5,0.71
"1162","CTYZ_00003211","Ctyz_5",1,1,1,1,1,0
"1163","CTYZ_00003212","Ctyz_5",1,2,NA,1,1.33,0.58
"1164","CTYZ_00003213","Ctyz_5",8,9,4,4,6.25,2.63
"1165","CTYZ_00003214","Ctyz_5",1,1,NA,1,1,0
"1166","CTYZ_00003218","Ctyz_5",4,2,NA,5,3.67,1.53
"1167","CTYZ_00003219","Ctyz_5",1,3,1,NA,1.67,1.15
"1168","CTYZ_00003220","Ctyz_5",2,NA,1,NA,1.5,0.71
"1169","CTYZ_00003222","Ctyz_5",1,1,2,2,1.5,0.58
"1170","CTYZ_00003223","Ctyz_5",5,8,4,4,5.25,1.89
"1171","CTYZ_00003225","Ctyz_5",1,1,NA,1,1,0
"1172","CTYZ_00003226","Ctyz_5",2,2,1,1,1.5,0.58
"1173","CTYZ_00003227","Ctyz_5",1,7,NA,NA,4,4.24
"1174","CTYZ_00003230","Ctyz_5",1,1,NA,1,1,0
"1175","CTYZ_00003233","Ctyz_5",2,2,NA,2,2,0
"1176","CTYZ_00003235","Ctyz_5",6,9,3,10,7,3.16
"1177","CTYZ_00003237","Ctyz_5",2,4,1,1,2,1.41
"1178","CTYZ_00003238","Ctyz_5",1,4,2,4,2.75,1.5
"1179","CTYZ_00003241","Ctyz_5",1,1,NA,1,1,0
"1180","CTYZ_00003242","Ctyz_5",1,2,2,NA,1.67,0.58
"1181","CTYZ_00003243","Ctyz_5",4,2,NA,4,3.33,1.15
"1182","CTYZ_00003245","Ctyz_5",3,2,1,2,2,0.82
"1183","CTYZ_00003246","Ctyz_5",5,9,2,6,5.5,2.89
"1184","CTYZ_00003248","Ctyz_5",1,1,1,1,1,0
"1185","CTYZ_00003249","Ctyz_5",1,1,NA,1,1,0
"1186","CTYZ_00003251","Ctyz_5",2,2,1,2,1.75,0.5
"1187","CTYZ_00003252","Ctyz_5",2,2,1,2,1.75,0.5
"1188","CTYZ_00003253","Ctyz_5",2,4,1,1,2,1.41
"1189","CTYZ_00003254","Ctyz_5",4,4,NA,5,4.33,0.58
"1190","CTYZ_00003255","Ctyz_5",3,5,2,4,3.5,1.29
"1191","CTYZ_00003256","Ctyz_5",2,2,NA,2,2,0
"1192","CTYZ_00003257","Ctyz_5",2,4,1,3,2.5,1.29
"1193","CTYZ_00003258","Ctyz_5",1,NA,1,NA,1,0
"1194","CTYZ_00003259","Ctyz_5",7,2,NA,3,4,2.65
"1195","CTYZ_00003262","Ctyz_5",1,NA,NA,1,1,0
"1196","CTYZ_00003263","Ctyz_5",1,1,NA,1,1,0
"1197","CTYZ_00003265","Ctyz_5",8,4,3,2,4.25,2.63
"1198","CTYZ_00003266","Ctyz_5",3,2,NA,2,2.33,0.58
"1199","CTYZ_00003267","Ctyz_5",3,3,1,2,2.25,0.96
"1200","CTYZ_00003268","Ctyz_5",3,4,3,3,3.25,0.5
"1201","CTYZ_00003272","Ctyz_5",1,1,1,1,1,0
"1202","CTYZ_00003273","Ctyz_5",1,1,1,NA,1,0
"1203","CTYZ_00003275","Ctyz_5",2,1,1,2,1.5,0.58
"1204","CTYZ_00003276","Ctyz_5",3,2,NA,3,2.67,0.58
"1205","CTYZ_00003277","Ctyz_5",1,NA,1,NA,1,0
"1206","CTYZ_00003279","Ctyz_5",1,1,NA,2,1.33,0.58
"1207","CTYZ_00003282","Ctyz_5",1,3,2,1,1.75,0.96
"1208","CTYZ_00003283","Ctyz_5",3,2,1,3,2.25,0.96
"1209","CTYZ_00003284","Ctyz_5",3,2,2,2,2.25,0.5
"1210","CTYZ_00003285","Ctyz_5",2,NA,NA,2,2,0
"1211","CTYZ_00003286","Ctyz_5",1,2,NA,1,1.33,0.58
"1212","CTYZ_00003288","Ctyz_5",1,5,6,17,7.25,6.85
"1213","CTYZ_00003289","Ctyz_5",3,1,NA,3,2.33,1.15
"1214","CTYZ_00003290","Ctyz_5",2,NA,NA,1,1.5,0.71
"1215","CTYZ_00003291","Ctyz_5",5,1,NA,2,2.67,2.08
"1216","CTYZ_00003293","Ctyz_5",1,1,NA,1,1,0
"1217","CTYZ_00003294","Ctyz_5",3,2,1,2,2,0.82
"1218","CTYZ_00003295","Ctyz_5",2,3,NA,3,2.67,0.58
"1219","CTYZ_00003297","Ctyz_5",3,2,1,2,2,0.82
"1220","CTYZ_00003298","Ctyz_5",1,NA,NA,2,1.5,0.71
"1221","CTYZ_00003299","Ctyz_5",1,1,1,1,1,0
"1222","CTYZ_00003300","Ctyz_5",10,4,4,7,6.25,2.87
"1223","CTYZ_00003304","Ctyz_5",2,2,NA,3,2.33,0.58
"1224","CTYZ_00003305","Ctyz_5",1,NA,2,1,1.33,0.58
"1225","CTYZ_00003307","Ctyz_5",2,2,NA,4,2.67,1.15
"1226","CTYZ_00003308","Ctyz_5",7,8,3,8,6.5,2.38
"1227","CTYZ_00003309","Ctyz_5",5,6,NA,5,5.33,0.58
"1228","CTYZ_00003310","Ctyz_5",4,2,NA,3,3,1
"1229","CTYZ_00003311","Ctyz_5",2,1,NA,4,2.33,1.53
"1230","CTYZ_00003312","Ctyz_5",17,15,1,16,12.25,7.54
"1231","CTYZ_00003313","Ctyz_5",10,5,3,9,6.75,3.3
"1232","CTYZ_00003315","Ctyz_5",5,5,NA,5,5,0
"1233","CTYZ_00003316","Ctyz_5",2,2,NA,2,2,0
"1234","CTYZ_00003317","Ctyz_5",3,4,1,2,2.5,1.29
"1235","CTYZ_00003318","Ctyz_5",3,3,NA,3,3,0
"1236","CTYZ_00003321","Ctyz_5",1,1,NA,1,1,0
"1237","CTYZ_00003322","Ctyz_5",1,1,1,1,1,0
"1238","CTYZ_00003323","Ctyz_5",3,3,NA,1,2.33,1.15
"1239","CTYZ_00003324","Ctyz_5",3,1,NA,4,2.67,1.53
"1240","CTYZ_00003325","Ctyz_5",2,NA,2,3,2.33,0.58
"1241","CTYZ_00003326","Ctyz_5",4,1,NA,3,2.67,1.53
"1242","CTYZ_00003327","Ctyz_5",1,3,NA,3,2.33,1.15
"1243","CTYZ_00003328","Ctyz_5",1,2,1,2,1.5,0.58
"1244","CTYZ_00003330","Ctyz_5",3,2,1,2,2,0.82
"1245","CTYZ_00003331","Ctyz_5",4,4,1,4,3.25,1.5
"1246","CTYZ_00003333","Ctyz_5",1,3,1,6,2.75,2.36
"1247","CTYZ_00003334","Ctyz_5",2,1,2,2,1.75,0.5
"1248","CTYZ_00003336","Ctyz_5",1,2,NA,1,1.33,0.58
"1249","CTYZ_00003337","Ctyz_5",1,2,1,NA,1.33,0.58
"1250","CTYZ_00003338","Ctyz_5",1,1,NA,1,1,0
"1251","CTYZ_00003339","Ctyz_5",1,NA,NA,NA,1,NA
"1252","CTYZ_00003340","Ctyz_5",3,2,NA,3,2.67,0.58
"1253","CTYZ_00003341","Ctyz_5",1,1,NA,1,1,0
"1254","CTYZ_00003343","Ctyz_5",4,1,NA,2,2.33,1.53
"1255","CTYZ_00003345","Ctyz_5",3,1,1,1,1.5,1
"1256","CTYZ_00003347","Ctyz_5",2,1,NA,2,1.67,0.58
"1257","CTYZ_00003351","Ctyz_5",1,1,1,2,1.25,0.5
"1258","CTYZ_00003352","Ctyz_5",2,2,1,2,1.75,0.5
"1259","CTYZ_00003355","Ctyz_5",2,2,1,2,1.75,0.5
"1260","CTYZ_00003357","Ctyz_5",1,1,1,2,1.25,0.5
"1261","CTYZ_00003358","Ctyz_5",1,1,NA,1,1,0
"1262","CTYZ_00003360","Ctyz_5",5,10,6,9,7.5,2.38
"1263","CTYZ_00003361","Ctyz_5",1,1,NA,1,1,0
"1264","CTYZ_00003362","Ctyz_5",1,1,5,NA,2.33,2.31
"1265","CTYZ_00003364","Ctyz_5",1,4,2,2,2.25,1.26
"1266","CTYZ_00003365","Ctyz_5",5,1,NA,NA,3,2.83
"1267","CTYZ_00003366","Ctyz_5",3,2,1,1,1.75,0.96
"1268","CTYZ_00003368","Ctyz_5",1,NA,NA,1,1,0
"1269","CTYZ_00003369","Ctyz_5",1,NA,NA,1,1,0
"1270","CTYZ_00003371","Ctyz_5",4,3,1,4,3,1.41
"1271","CTYZ_00003372","Ctyz_5",3,3,NA,2,2.67,0.58
"1272","CTYZ_00003373","Ctyz_5",18,4,2,33,14.25,14.38
"1273","CTYZ_00003374","Ctyz_5",1,NA,NA,3,2,1.41
"1274","CTYZ_00003375","Ctyz_5",1,2,2,2,1.75,0.5
"1275","CTYZ_00003376","Ctyz_5",4,5,5,3,4.25,0.96
"1276","CTYZ_00003377","Ctyz_5",3,4,NA,3,3.33,0.58
"1277","CTYZ_00003378","Ctyz_5",1,NA,NA,NA,1,NA
"1278","CTYZ_00003379","Ctyz_5",1,1,1,NA,1,0
"1279","CTYZ_00003380","Ctyz_5",4,6,1,7,4.5,2.65
"1280","CTYZ_00003381","Ctyz_5",3,4,1,2,2.5,1.29
"1281","CTYZ_00003382","Ctyz_5",2,1,NA,2,1.67,0.58
"1282","CTYZ_00003384","Ctyz_5",3,1,NA,2,2,1
"1283","CTYZ_00003386","Ctyz_5",2,2,2,1,1.75,0.5
"1284","CTYZ_00003388","Ctyz_5",1,NA,NA,1,1,0
"1285","CTYZ_00003389","Ctyz_5",1,NA,NA,NA,1,NA
"1286","CTYZ_00003392","Ctyz_5",1,NA,NA,NA,1,NA
"1287","CTYZ_00003393","Ctyz_5",4,3,2,5,3.5,1.29
"1288","CTYZ_00003394","Ctyz_5",6,2,1,2,2.75,2.22
"1289","CTYZ_00003395","Ctyz_5",6,8,2,7,5.75,2.63
"1290","CTYZ_00003396","Ctyz_5",9,9,NA,12,10,1.73
"1291","CTYZ_00003398","Ctyz_5",1,NA,NA,NA,1,NA
"1292","CTYZ_00003399","Ctyz_5",1,1,NA,2,1.33,0.58
"1293","CTYZ_00003401","Ctyz_5",4,5,3,1,3.25,1.71
"1294","CTYZ_00003404","Ctyz_5",1,NA,NA,NA,1,NA
"1295","CTYZ_00003406","Ctyz_5",1,2,NA,3,2,1
"1296","CTYZ_00003409","Ctyz_5",1,1,1,1,1,0
"1297","CTYZ_00003411","Ctyz_5",1,3,2,2,2,0.82
"1298","CTYZ_00003412","Ctyz_5",2,1,NA,2,1.67,0.58
"1299","CTYZ_00003414","Ctyz_5",3,5,1,3,3,1.63
"1300","CTYZ_00003415","Ctyz_5",3,4,NA,1,2.67,1.53
"1301","CTYZ_00003416","Ctyz_5",3,6,NA,9,6,3
"1302","CTYZ_00003418","Ctyz_5",1,3,NA,2,2,1
"1303","CTYZ_00003419","Ctyz_5",3,4,2,5,3.5,1.29
"1304","CTYZ_00003420","Ctyz_5",2,9,1,3,3.75,3.59
"1305","CTYZ_00003422","Ctyz_5",1,2,1,1,1.25,0.5
"1306","CTYZ_00003423","Ctyz_5",2,1,1,NA,1.33,0.58
"1307","CTYZ_00003424","Ctyz_5",2,1,1,3,1.75,0.96
"1308","CTYZ_00003425","Ctyz_5",2,3,5,2,3,1.41
"1309","CTYZ_00003427","Ctyz_5",2,2,NA,2,2,0
"1310","CTYZ_00003428","Ctyz_5",2,2,2,1,1.75,0.5
"1311","CTYZ_00003429","Ctyz_5",3,1,1,5,2.5,1.91
"1312","CTYZ_00003431","Ctyz_5",1,2,NA,1,1.33,0.58
"1313","CTYZ_00003432","Ctyz_5",1,3,3,1,2,1.15
"1314","CTYZ_00003437","Ctyz_5",2,2,NA,3,2.33,0.58
"1315","CTYZ_00003440","Ctyz_5",1,1,NA,NA,1,0
"1316","CTYZ_00003441","Ctyz_5",7,7,2,7,5.75,2.5
"1317","CTYZ_00003442","Ctyz_5",2,5,1,2,2.5,1.73
"1318","CTYZ_00003443","Ctyz_5",8,15,2,9,8.5,5.32
"1319","CTYZ_00003444","Ctyz_5",1,7,NA,2,3.33,3.21
"1320","CTYZ_00003445","Ctyz_5",2,13,7,2,6,5.23
"1321","CTYZ_00003447","Ctyz_5",15,8,6,18,11.75,5.68
"1322","CTYZ_00003448","Ctyz_5",7,4,1,4,4,2.45
"1323","CTYZ_00003449","Ctyz_5",5,6,2,3,4,1.83
"1324","CTYZ_00003451","Ctyz_5",1,2,NA,NA,1.5,0.71
"1325","CTYZ_00003456","Ctyz_5",1,1,1,1,1,0
"1326","CTYZ_00003457","Ctyz_5",1,2,2,1,1.5,0.58
"1327","CTYZ_00003458","Ctyz_5",18,33,3,15,17.25,12.34
"1328","CTYZ_00003460","Ctyz_5",2,9,4,13,7,4.97
"1329","CTYZ_00003461","Ctyz_5",3,5,1,2,2.75,1.71
"1330","CTYZ_00003462","Ctyz_5",3,NA,NA,1,2,1.41
"1331","CTYZ_00003463","Ctyz_5",2,2,1,3,2,0.82
"1332","CTYZ_00003467","Ctyz_5",3,2,1,1,1.75,0.96
"1333","CTYZ_00003469","Ctyz_5",1,1,NA,1,1,0
"1334","CTYZ_00003470","Ctyz_5",3,3,3,1,2.5,1
"1335","CTYZ_00003471","Ctyz_5",4,9,6,6,6.25,2.06
"1336","CTYZ_00003473","Ctyz_5",7,1,NA,NA,4,4.24
"1337","CTYZ_00003474","Ctyz_5",2,2,NA,2,2,0
"1338","CTYZ_00003475","Ctyz_5",1,3,3,2,2.25,0.96
"1339","CTYZ_00003476","Ctyz_5",1,1,NA,1,1,0
"1340","CTYZ_00003478","Ctyz_5",1,1,1,NA,1,0
"1341","CTYZ_00003479","Ctyz_5",2,1,1,2,1.5,0.58
"1342","CTYZ_00003480","Ctyz_5",2,1,NA,1,1.33,0.58
"1343","CTYZ_00003482","Ctyz_5",1,NA,NA,NA,1,NA
"1344","CTYZ_00003483","Ctyz_5",5,6,1,7,4.75,2.63
"1345","CTYZ_00003484","Ctyz_5",33,39,9,47,32,16.37
"1346","CTYZ_00003485","Ctyz_5",2,3,2,NA,2.33,0.58
"1347","CTYZ_00003487","Ctyz_5",10,5,6,5,6.5,2.38
"1348","CTYZ_00003488","Ctyz_5",2,1,9,2,3.5,3.7
"1349","CTYZ_00003489","Ctyz_5",7,6,16,6,8.75,4.86
"1350","CTYZ_00003490","Ctyz_5",6,6,2,5,4.75,1.89
"1351","CTYZ_00003492","Ctyz_5",1,NA,NA,NA,1,NA
"1352","CTYZ_00003493","Ctyz_5",6,3,1,3,3.25,2.06
"1353","CTYZ_00003495","Ctyz_5",2,5,4,NA,3.67,1.53
"1354","CTYZ_00003496","Ctyz_5",2,4,1,3,2.5,1.29
"1355","CTYZ_00003497","Ctyz_5",1,4,NA,1,2,1.73
"1356","CTYZ_00003498","Ctyz_5",2,2,1,2,1.75,0.5
"1357","CTYZ_00003501","Ctyz_5",2,1,1,3,1.75,0.96
"1358","CTYZ_00003502","Ctyz_5",2,2,2,1,1.75,0.5
"1359","CTYZ_00003503","Ctyz_5",1,2,2,NA,1.67,0.58
"1360","CTYZ_00003504","Ctyz_5",2,4,1,4,2.75,1.5
"1361","CTYZ_00003505","Ctyz_5",2,1,1,1,1.25,0.5
"1362","CTYZ_00003506","Ctyz_5",3,NA,NA,1,2,1.41
"1363","CTYZ_00003508","Ctyz_5",1,1,NA,1,1,0
"1364","CTYZ_00003509","Ctyz_5",6,6,1,6,4.75,2.5
"1365","CTYZ_00003510","Ctyz_5",3,7,1,3,3.5,2.52
"1366","CTYZ_00003514","Ctyz_5",3,3,1,2,2.25,0.96
"1367","CTYZ_00003515","Ctyz_5",1,1,1,1,1,0
"1368","CTYZ_00003516","Ctyz_5",8,NA,NA,NA,8,NA
"1369","CTYZ_00003517","Ctyz_5",1,1,NA,1,1,0
"1370","CTYZ_00003519","Ctyz_5",2,3,2,1,2,0.82
"1371","CTYZ_00003522","Ctyz_5",1,1,NA,1,1,0
"1372","CTYZ_00003524","Ctyz_5",7,NA,1,NA,4,4.24
"1373","CTYZ_00003525","Ctyz_5",7,7,5,5,6,1.15
"1374","CTYZ_00003526","Ctyz_5",2,1,NA,3,2,1
"1375","CTYZ_00003529","Ctyz_5",3,2,1,3,2.25,0.96
"1376","CTYZ_00003530","Ctyz_5",1,8,NA,NA,4.5,4.95
"1377","CTYZ_00003531","Ctyz_5",2,2,1,3,2,0.82
"1378","CTYZ_00003532","Ctyz_5",1,12,NA,5,6,5.57
"1379","CTYZ_00003535","Ctyz_5",2,3,2,2,2.25,0.5
"1380","CTYZ_00003536","Ctyz_5",1,2,NA,1,1.33,0.58
"1381","CTYZ_00003537","Ctyz_5",2,2,2,1,1.75,0.5
"1382","CTYZ_00003538","Ctyz_5",2,5,1,1,2.25,1.89
"1383","CTYZ_00003540","Ctyz_5",2,3,2,2,2.25,0.5
"1384","CTYZ_00003542","Ctyz_5",1,NA,NA,1,1,0
"1385","CTYZ_00003544","Ctyz_5",1,3,NA,2,2,1
"1386","CTYZ_00003545","Ctyz_5",4,3,2,3,3,0.82
"1387","CTYZ_00003547","Ctyz_5",1,NA,1,NA,1,0
"1388","CTYZ_00003548","Ctyz_5",1,1,NA,3,1.67,1.15
"1389","CTYZ_00003550","Ctyz_5",3,5,2,1,2.75,1.71
"1390","CTYZ_00003552","Ctyz_5",3,3,NA,2,2.67,0.58
"1391","CTYZ_00003553","Ctyz_5",3,1,1,4,2.25,1.5
"1392","CTYZ_00003559","Ctyz_5",1,1,NA,1,1,0
"1393","CTYZ_00003560","Ctyz_5",3,7,NA,4,4.67,2.08
"1394","CTYZ_00003562","Ctyz_5",1,4,3,1,2.25,1.5
"1395","CTYZ_00003564","Ctyz_5",1,NA,1,10,4,5.2
"1396","CTYZ_00003565","Ctyz_5",2,2,NA,1,1.67,0.58
"1397","CTYZ_00003567","Ctyz_5",3,1,NA,2,2,1
"1398","CTYZ_00003568","Ctyz_5",1,3,2,4,2.5,1.29
"1399","CTYZ_00003569","Ctyz_5",1,2,1,NA,1.33,0.58
"1400","CTYZ_00003572","Ctyz_5",1,1,NA,1,1,0
"1401","CTYZ_00003573","Ctyz_5",4,2,NA,1,2.33,1.53
"1402","CTYZ_00003576","Ctyz_5",1,2,1,8,3,3.37
"1403","CTYZ_00003577","Ctyz_5",1,1,1,NA,1,0
"1404","CTYZ_00003579","Ctyz_5",23,48,6,24,25.25,17.27
"1405","CTYZ_00001177","Ctyz_6",2,5,3,5,3.75,1.5
"1406","CTYZ_00001178","Ctyz_6",3,3,1,2,2.25,0.96
"1407","CTYZ_00001179","Ctyz_6",4,10,32,31,19.25,14.36
"1408","CTYZ_00001180","Ctyz_6",5,5,NA,6,5.33,0.58
"1409","CTYZ_00001181","Ctyz_6",155,228,69,186,159.5,67.34
"1410","CTYZ_00001182","Ctyz_6",2,2,1,5,2.5,1.73
"1411","CTYZ_00001183","Ctyz_6",14,1,1,13,7.25,7.23
"1412","CTYZ_00001184","Ctyz_6",1,NA,NA,2,1.5,0.71
"1413","CTYZ_00001185","Ctyz_6",7,14,2,7,7.5,4.93
"1414","CTYZ_00001186","Ctyz_6",10,5,3,14,8,4.97
"1415","CTYZ_00001187","Ctyz_6",19,2,3,26,12.5,11.9
"1416","CTYZ_00001188","Ctyz_6",7,8,4,7,6.5,1.73
"1417","CTYZ_00001189","Ctyz_6",2,4,1,2,2.25,1.26
"1418","CTYZ_00001191","Ctyz_6",2,2,NA,2,2,0
"1419","CTYZ_00001192","Ctyz_6",1,1,2,1,1.25,0.5
"1420","CTYZ_00001193","Ctyz_6",3,2,NA,3,2.67,0.58
"1421","CTYZ_00001194","Ctyz_6",1,1,NA,1,1,0
"1422","CTYZ_00001195","Ctyz_6",14,12,5,4,8.75,4.99
"1423","CTYZ_00001196","Ctyz_6",5,6,NA,5,5.33,0.58
"1424","CTYZ_00001197","Ctyz_6",2,57,7,22,22,24.83
"1425","CTYZ_00001199","Ctyz_6",1,2,NA,4,2.33,1.53
"1426","CTYZ_00001200","Ctyz_6",2,8,6,5,5.25,2.5
"1427","CTYZ_00001201","Ctyz_6",1,5,1,2,2.25,1.89
"1428","CTYZ_00001202","Ctyz_6",2,5,1,1,2.25,1.89
"1429","CTYZ_00001203","Ctyz_6",7,12,NA,9,9.33,2.52
"1430","CTYZ_00001204","Ctyz_6",10,19,5,14,12,5.94
"1431","CTYZ_00001205","Ctyz_6",1,1,NA,2,1.33,0.58
"1432","CTYZ_00001206","Ctyz_6",3,5,1,2,2.75,1.71
"1433","CTYZ_00001208","Ctyz_6",1,1,NA,3,1.67,1.15
"1434","CTYZ_00001213","Ctyz_6",3,3,2,5,3.25,1.26
"1435","CTYZ_00001217","Ctyz_6",2,NA,1,NA,1.5,0.71
"1436","CTYZ_00001218","Ctyz_6",4,4,NA,3,3.67,0.58
"1437","CTYZ_00001219","Ctyz_6",2,1,4,1,2,1.41
"1438","CTYZ_00001220","Ctyz_6",2,1,1,3,1.75,0.96
"1439","CTYZ_00001221","Ctyz_6",1,1,1,1,1,0
"1440","CTYZ_00001223","Ctyz_6",5,18,3,8,8.5,6.66
"1441","CTYZ_00001224","Ctyz_6",1,1,NA,1,1,0
"1442","CTYZ_00001225","Ctyz_6",7,19,2,9,9.25,7.14
"1443","CTYZ_00001226","Ctyz_6",12,21,9,13,13.75,5.12
"1444","CTYZ_00001227","Ctyz_6",1,1,1,NA,1,0
"1445","CTYZ_00001228","Ctyz_6",1,5,3,3,3,1.63
"1446","CTYZ_00001229","Ctyz_6",1,1,NA,1,1,0
"1447","CTYZ_00001231","Ctyz_6",1,3,1,1,1.5,1
"1448","CTYZ_00001232","Ctyz_6",5,6,1,4,4,2.16
"1449","CTYZ_00001233","Ctyz_6",4,4,3,4,3.75,0.5
"1450","CTYZ_00001236","Ctyz_6",1,6,4,5,4,2.16
"1451","CTYZ_00001237","Ctyz_6",3,3,NA,3,3,0
"1452","CTYZ_00001238","Ctyz_6",1,3,1,3,2,1.15
"1453","CTYZ_00001239","Ctyz_6",2,7,2,NA,3.67,2.89
"1454","CTYZ_00001240","Ctyz_6",6,8,2,8,6,2.83
"1455","CTYZ_00001241","Ctyz_6",1,2,NA,NA,1.5,0.71
"1456","CTYZ_00001242","Ctyz_6",1,1,NA,1,1,0
"1457","CTYZ_00001244","Ctyz_6",3,1,NA,1,1.67,1.15
"1458","CTYZ_00001245","Ctyz_6",3,4,2,2,2.75,0.96
"1459","CTYZ_00001246","Ctyz_6",1,1,NA,1,1,0
"1460","CTYZ_00001253","Ctyz_6",1,1,1,1,1,0
"1461","CTYZ_00001254","Ctyz_6",1,NA,NA,NA,1,NA
"1462","CTYZ_00001255","Ctyz_6",2,11,5,4,5.5,3.87
"1463","CTYZ_00001256","Ctyz_6",5,10,6,9,7.5,2.38
"1464","CTYZ_00001258","Ctyz_6",2,NA,NA,1,1.5,0.71
"1465","CTYZ_00001259","Ctyz_6",1,NA,NA,NA,1,NA
"1466","CTYZ_00001260","Ctyz_6",1,NA,NA,NA,1,NA
"1467","CTYZ_00001262","Ctyz_6",3,4,NA,2,3,1
"1468","CTYZ_00001263","Ctyz_6",1,1,1,1,1,0
"1469","CTYZ_00001265","Ctyz_6",3,3,1,3,2.5,1
"1470","CTYZ_00001266","Ctyz_6",1,1,NA,1,1,0
"1471","CTYZ_00001268","Ctyz_6",2,NA,NA,1,1.5,0.71
"1472","CTYZ_00001270","Ctyz_6",1,2,NA,3,2,1
"1473","CTYZ_00001271","Ctyz_6",4,5,2,3,3.5,1.29
"1474","CTYZ_00001272","Ctyz_6",4,3,1,4,3,1.41
"1475","CTYZ_00001273","Ctyz_6",1,3,NA,2,2,1
"1476","CTYZ_00001275","Ctyz_6",1,NA,NA,4,2.5,2.12
"1477","CTYZ_00001276","Ctyz_6",5,3,2,3,3.25,1.26
"1478","CTYZ_00001278","Ctyz_6",5,7,NA,5,5.67,1.15
"1479","CTYZ_00001279","Ctyz_6",1,NA,NA,NA,1,NA
"1480","CTYZ_00001281","Ctyz_6",4,1,1,3,2.25,1.5
"1481","CTYZ_00001283","Ctyz_6",54,19,41,18,33,17.57
"1482","CTYZ_00001285","Ctyz_6",11,3,NA,NA,7,5.66
"1483","CTYZ_00001286","Ctyz_6",15,10,3,3,7.75,5.85
"1484","CTYZ_00001287","Ctyz_6",1,4,3,3,2.75,1.26
"1485","CTYZ_00001288","Ctyz_6",1,1,1,1,1,0
"1486","CTYZ_00001290","Ctyz_6",3,2,1,2,2,0.82
"1487","CTYZ_00001291","Ctyz_6",2,3,1,3,2.25,0.96
"1488","CTYZ_00001292","Ctyz_6",2,4,3,2,2.75,0.96
"1489","CTYZ_00001294","Ctyz_6",3,2,NA,4,3,1
"1490","CTYZ_00001295","Ctyz_6",4,13,1,8,6.5,5.2
"1491","CTYZ_00001301","Ctyz_6",4,2,NA,NA,3,1.41
"1492","CTYZ_00001304","Ctyz_6",4,15,2,2,5.75,6.24
"1493","CTYZ_00001305","Ctyz_6",2,NA,NA,1,1.5,0.71
"1494","CTYZ_00001306","Ctyz_6",4,4,2,4,3.5,1
"1495","CTYZ_00001307","Ctyz_6",1,NA,NA,1,1,0
"1496","CTYZ_00001310","Ctyz_6",1,1,NA,1,1,0
"1497","CTYZ_00001312","Ctyz_6",2,5,2,3,3,1.41
"1498","CTYZ_00001313","Ctyz_6",2,1,NA,1,1.33,0.58
"1499","CTYZ_00001316","Ctyz_6",1,NA,NA,NA,1,NA
"1500","CTYZ_00001318","Ctyz_6",1,3,1,NA,1.67,1.15
"1501","CTYZ_00001320","Ctyz_6",6,4,3,1,3.5,2.08
"1502","CTYZ_00001321","Ctyz_6",1,1,2,2,1.5,0.58
"1503","CTYZ_00001322","Ctyz_6",1,3,1,1,1.5,1
"1504","CTYZ_00001327","Ctyz_6",1,3,1,1,1.5,1
"1505","CTYZ_00001330","Ctyz_6",1,NA,NA,NA,1,NA
"1506","CTYZ_00001332","Ctyz_6",12,3,3,2,5,4.69
"1507","CTYZ_00001333","Ctyz_6",2,2,NA,1,1.67,0.58
"1508","CTYZ_00001336","Ctyz_6",1,1,1,NA,1,0
"1509","CTYZ_00001338","Ctyz_6",1,1,NA,1,1,0
"1510","CTYZ_00001339","Ctyz_6",1,3,1,1,1.5,1
"1511","CTYZ_00001341","Ctyz_6",2,2,2,2,2,0
"1512","CTYZ_00001342","Ctyz_6",1,1,NA,1,1,0
"1513","CTYZ_00001345","Ctyz_6",1,1,1,4,1.75,1.5
"1514","CTYZ_00001347","Ctyz_6",1,6,NA,2,3,2.65
"1515","CTYZ_00001350","Ctyz_6",1,2,NA,2,1.67,0.58
"1516","CTYZ_00001353","Ctyz_6",1,2,NA,1,1.33,0.58
