"","GeneID","Chr","FeatureType","Product","meanDiversity","StDev","ChangesSum.866","ChangesSum.942","ChangesSum.900","ChangesSum.IXa","SNPs.866","SNPs.942","SNPs.900","SNPs.IXa","AmSNPs.866","AmSNPs.942","AmSNPs.900","AmSNPs.IXa","INS.866","INS.942","INS.900","INS.IXa","DEL.866","DEL.942","DEL.900","DEL.IXa"
"2915","CTYZ_00003488","Ctyz_5","CDS","Thymidine[space]kinase",3.5,3.7,2,1,9,2,2,1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2916","CTYZ_00003489","Ctyz_5","CDS","WD40-repeat-containing[space]protein",8.75,4.86,7,6,16,6,7,6,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2917","CTYZ_00003490","Ctyz_5","CDS","S-adenosyl-L-methionine-dependent[space]methyltransferase",4.75,1.89,6,6,2,5,5,4,2,4,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA
"2918","CTYZ_00003492","Ctyz_5","CDS","Arginine-tRNA[space]ligase",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2919","CTYZ_00003493","Ctyz_5","CDS","Serine/threonine[space]protein[space]kinase",3.25,2.06,6,3,1,3,5,3,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"2920","CTYZ_00003495","Ctyz_5","CDS","Peptidase[space]S9[space]prolyl[space]oligopeptidase",3.67,1.53,2,5,4,NA,1,5,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"2921","CTYZ_00003496","Ctyz_5","CDS","Uncharacterized[space]Protein",2.5,1.29,2,4,1,3,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2922","CTYZ_00003497","Ctyz_5","CDS","Uncharacterized[space]Protein",2,1.73,1,4,NA,1,1,3,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"2923","CTYZ_00003498","Ctyz_5","CDS","Uncharacterized[space]protein",1.75,0.5,2,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2924","CTYZ_00003501","Ctyz_5","CDS","Frataxin[space]like[space]protein",1.75,0.96,2,1,1,3,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2925","CTYZ_00003502","Ctyz_5","CDS","Uncharacterized[space]protein",1.75,0.5,2,2,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"2926","CTYZ_00003503","Ctyz_5","CDS","Uncharacterized[space]protein",1.67,0.58,1,2,2,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2927","CTYZ_00003504","Ctyz_5","CDS","Swi/SNf2[space]RAD26",2.75,1.5,2,4,1,4,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2928","CTYZ_00003505","Ctyz_5","CDS","Uncharacterized[space]protein",1.25,0.5,2,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2929","CTYZ_00003506","Ctyz_5","CDS","Uncharacterized[space]protein",2,1.41,3,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"2930","CTYZ_00003508","Ctyz_5","CDS","Uncharacterized[space]protein",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2931","CTYZ_00003509","Ctyz_5","CDS","Calponin[space]homology[space]domain[space]containing[space]protein",4.75,2.5,6,6,1,6,4,4,1,4,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1
"2932","CTYZ_00003510","Ctyz_5","CDS","EGF-like[space]domain[space]containing[space]protein",3.5,2.52,3,7,1,3,3,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"2933","CTYZ_00003511","Ctyz_5","CDS",NA,3,2,NA,3,1,5,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA
"2934","CTYZ_00003512","Ctyz_5","CDS",NA,1.5,0.71,NA,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2935","CTYZ_00003514","Ctyz_5","CDS","Uncharacterized[space]protein",2.25,0.96,3,3,1,2,2,2,NA,2,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA
"2936","CTYZ_00003515","Ctyz_5","CDS","Sec1-like[space]protein",1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2937","CTYZ_00003516","Ctyz_5","CDS","GINS[space]complex[space]subunit[space]Psf1",8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"2938","CTYZ_00003517","Ctyz_5","CDS","PP2C[space]like[space]protein[space]phosphatase",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2939","CTYZ_00003519","Ctyz_5","CDS","Uncharacterized[space]protein",2,0.82,2,3,2,1,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2940","CTYZ_00003521","Ctyz_5","CDS",NA,1.5,0.71,NA,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2941","CTYZ_00003522","Ctyz_5","CDS","Uncharacterized[space]protein",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2942","CTYZ_00003523","Ctyz_5","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2943","CTYZ_00003524","Ctyz_5","CDS","Uncharacterized[space]protein",4,4.24,7,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA
"2944","CTYZ_00003525","Ctyz_5","CDS","DHR1/Ecm16p/kurz[space]HrpA[space]family[space]SFII[space]helicase",6,1.15,7,7,5,5,4,4,5,3,NA,NA,NA,NA,3,1,NA,NA,NA,2,NA,2
"2945","CTYZ_00003526","Ctyz_5","CDS","Articulin[space]family[space]protein",2,1,2,1,NA,3,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2946","CTYZ_00003527","Ctyz_5","CDS",NA,2.33,1.15,NA,3,3,1,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2947","CTYZ_00003528","Ctyz_5","CDS",NA,1.5,0.71,NA,2,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2948","CTYZ_00003529","Ctyz_5","CDS","Uncharacterized[space]protein",2.25,0.96,3,2,1,3,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2949","CTYZ_00003530","Ctyz_5","CDS","Uncharacterized[space]protein",4.5,4.95,1,8,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"2950","CTYZ_00003531","Ctyz_5","CDS","Uncharacterized[space]protein",2,0.82,2,2,1,3,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2951","CTYZ_00003532","Ctyz_5","CDS","Uncharacterized[space]protein",6,5.57,1,12,NA,5,1,9,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA
"2952","CTYZ_00003533","Ctyz_5","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2953","CTYZ_00003534","Ctyz_5","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2954","CTYZ_00003535","Ctyz_5","CDS","Zinc[space]finger[comma][space]RING/FYVE/PHD-type[space]domain[space]containing[space]protein",2.25,0.5,2,3,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2955","CTYZ_00003536","Ctyz_5","CDS","Uncharacterized[space]protein",1.33,0.58,1,2,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2956","CTYZ_00003537","Ctyz_5","CDS","Uncharacterized[space]protein",1.75,0.5,2,2,2,1,NA,1,2,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"2957","CTYZ_00003538","Ctyz_5","CDS","Secreted[space]Alpha/Beta[space]hydrolase",2.25,1.89,2,5,1,1,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2958","CTYZ_00003540","Ctyz_5","CDS","Aspartic[space]peptidase[space]domain[space]containing[space]protein",2.25,0.5,2,3,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2959","CTYZ_00003542","Ctyz_5","CDS","Uncharacterized[space]protein",1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2960","CTYZ_00003543","Ctyz_5","CDS",NA,2.5,2.12,NA,4,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"2961","CTYZ_00003544","Ctyz_5","CDS","PH[space]domain-like[space]protein",2,1,1,3,NA,2,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2962","CTYZ_00003545","Ctyz_5","CDS","putative[space]transmembrane[space]Protein",3,0.82,4,3,2,3,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2963","CTYZ_00003546","Ctyz_5","CDS",NA,1.67,0.58,NA,2,1,2,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"2964","CTYZ_00003547","Ctyz_5","CDS","Uncharacterized[space]protein",1,0,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"2965","CTYZ_00003548","Ctyz_5","CDS","DEAD/DEAH[space]box[space]helicase",1.67,1.15,1,1,NA,3,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2966","CTYZ_00003549","Ctyz_5","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2967","CTYZ_00003550","Ctyz_5","CDS","Adapter-protein[space]complex[space]1[space]gamma[space]subunit",2.75,1.71,3,5,2,1,2,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"2968","CTYZ_00003552","Ctyz_5","CDS","Uncharacterized[space]protein",2.67,0.58,3,3,NA,2,2,2,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA
"2969","CTYZ_00003553","Ctyz_5","CDS","Chromatin[space]target[space]of[space]PRMT1[space]protein-like[space]protein",2.25,1.5,3,1,1,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2,2,1,NA,2
"2970","CTYZ_00003554","Ctyz_5","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2971","CTYZ_00003555","Ctyz_5","CDS",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"2972","CTYZ_00003557","Ctyz_5","CDS",NA,4.5,4.95,NA,8,NA,1,NA,6,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"2973","CTYZ_00003558","Ctyz_5","CDS",NA,2,1.41,NA,3,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2974","CTYZ_00003559","Ctyz_5","CDS","Uncharacterized[space]protein",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2975","CTYZ_00003560","Ctyz_5","CDS","SAM[space]Mtases/PrmA",4.67,2.08,3,7,NA,4,2,6,NA,3,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA
"2976","CTYZ_00003562","Ctyz_5","CDS","Trimeric[space]LpxA-like[space]protein[space]with[space]Hexapeptide[space]repeat",2.25,1.5,1,4,3,1,NA,2,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1
"2977","CTYZ_00003564","Ctyz_5","CDS","Ankyrin[space]repeat-containing[space]protein",4,5.2,1,NA,1,10,1,NA,NA,9,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
"2978","CTYZ_00003565","Ctyz_5","CDS","30S[space]ribosomal[space]protein[space]S17e",1.67,0.58,2,2,NA,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2979","CTYZ_00003567","Ctyz_5","CDS","Sec1-like[space]protein",2,1,3,1,NA,2,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"2980","CTYZ_00003568","Ctyz_5","CDS","TRAM/LAG1/CLN8[space]homology[space]domain[space]containing[space]protein",2.5,1.29,1,3,2,4,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2981","CTYZ_00003569","Ctyz_5","CDS","WD40-repeat-containing[space]protein",1.33,0.58,1,2,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2982","CTYZ_00003572","Ctyz_5","CDS","PH[space]domain-like[space]protein",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2983","CTYZ_00003573","Ctyz_5","CDS","Uncharacterized[space]protein",2.33,1.53,4,2,NA,1,3,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"2984","CTYZ_00003574","Ctyz_5","CDS",NA,2,0,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2985","CTYZ_00003575","Ctyz_5","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2986","CTYZ_00003576","Ctyz_5","CDS","Uncharacterized[space]protein",3,3.37,1,2,1,8,1,2,1,7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"2987","CTYZ_00003577","Ctyz_5","CDS","Uncharacterized[space]protein",1,0,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"2988","CTYZ_00003578","Ctyz_5","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2989","CTYZ_00003579","Ctyz_5","CDS","Uncharacterized[space]protein",25.25,17.27,23,48,6,24,12,26,5,13,NA,NA,NA,NA,3,12,NA,7,8,10,1,4
"2990","CTYZ_00003580","Ctyz_1","CDS","membrane[space]associated[space]protein",1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2991","CTYZ_00003581","Ctyz_1","CDS","membrane[space]associated[space]protein",2.25,1.5,3,4,1,1,2,4,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"2992","CTYZ_00003582","Ctyz_1","CDS","membrane[space]associated[space]protein",4.25,3.77,8,7,1,1,8,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2993","CTYZ_00003584","Ctyz_1","CDS","Uncharacterized[space]protein",2.5,2.12,1,4,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2994","CTYZ_00003587","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2995","CTYZ_00003588","Ctyz_1","CDS","transcription[space]factor[space]subunit[space]TAF6",2,0,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2996","CTYZ_00003589","Ctyz_1","CDS","Uncharacterized[space]protein",2.25,1.5,3,4,1,1,1,4,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"2997","CTYZ_00003590","Ctyz_1","CDS","Signal[space]peptide[space]region[space]containing[space]protein",2,1.41,1,3,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2998","CTYZ_00003591","Ctyz_1","CDS","Signal[space]peptide[space]region[space]containing[space]protein",5.33,1.53,5,7,NA,4,5,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"2999","CTYZ_00003592","Ctyz_1","CDS","Signal[space]peptide[space]region[space]containing[space]protein",4.75,1.5,4,4,4,7,4,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3000","CTYZ_00003593","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3001","CTYZ_00003594","Ctyz_1","CDS","putative[space]Secreted[space]Protein",2.67,1.53,1,4,NA,3,1,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3002","CTYZ_00003595","Ctyz_1","CDS","putative[space]Secreted[space]Protein",1.67,0.58,1,2,NA,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3003","CTYZ_00003596","Ctyz_1","CDS","putative[space]Secreted[space]Protein",8.25,9,21,3,1,8,21,3,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3004","CTYZ_00003599","Ctyz_1","CDS","Narf-like[space]protein[space]nuclear[space]prelamin[space]A[space]recognition[space]factor",3,1.63,5,3,1,3,5,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3005","CTYZ_00003600","Ctyz_1","CDS","ADP-ribosylation[space]factor[space]family",1.25,0.5,2,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA
"3006","CTYZ_00003601","Ctyz_1","CDS",NA,1,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"3007","CTYZ_00003602","Ctyz_1","CDS","Uncharacterized[space]protein",1.33,0.58,1,2,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3008","CTYZ_00003603","Ctyz_1","CDS","Glycosylphosphatidylinositol[space]transamidase",5.75,1.5,5,8,5,5,4,6,3,4,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA
"3009","CTYZ_00003604","Ctyz_1","CDS","Glycosyl[space]transferase[comma][space]family[space]1",2,0,2,2,NA,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3010","CTYZ_00003605","Ctyz_1","CDS","Signal[space]peptide[space]region[space]containing[space]protein",1.25,0.5,1,1,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3011","CTYZ_00003606","Ctyz_1","CDS","ATP-dependent[space]RNA[space]helicase",1,0,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3012","CTYZ_00003607","Ctyz_1","CDS","Signal[space]peptide[space]region[space]containing[space]protein",1.33,0.58,2,1,NA,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3013","CTYZ_00003609","Ctyz_1","CDS","Short-chain[space]dehydrogenase/reductase[space]SDR",2.5,0.58,3,3,2,2,2,2,2,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"3014","CTYZ_00003610","Ctyz_1","CDS","Ubiquitin[space]carboxyl-terminal[space]hydrolase/Ubiquitin[space]family",2.5,1,3,3,1,3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3015","CTYZ_00003611","Ctyz_1","CDS",NA,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3016","CTYZ_00003612","Ctyz_1","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3017","CTYZ_00003613","Ctyz_1","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3018","CTYZ_00003614","Ctyz_1","CDS","CDC48[space]like[space]AAA[space]ATPase",1.75,0.96,3,2,1,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3019","CTYZ_00003615","Ctyz_1","CDS","machado-Joseph[space]disease[space]protein[space]like[space]domain/UBX[space]domain[space]containing[space]protein",1.67,0.58,2,1,NA,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3020","CTYZ_00003616","Ctyz_1","CDS","RNA[space]recognition[space]motif[space]domain[space]containing[space]protein",2.33,1.15,3,3,NA,1,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3021","CTYZ_00003617","Ctyz_1","CDS","Nucleolar[space]complex[space]protein[space]2",1.5,0.71,1,NA,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3022","CTYZ_00003618","Ctyz_1","CDS","carboxypeptidase[space]A[space]with[space]signal[space]peptide[space]region",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3023","CTYZ_00003619","Ctyz_1","CDS","Ubiquinone[space]biosynthesis[space]protein[space]COQ4",1.75,0.96,3,1,2,1,1,1,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"3024","CTYZ_00003620","Ctyz_1","CDS","Uncharacterized[space]protein",1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3025","CTYZ_00003621","Ctyz_1","CDS","CMGC/MAPK[space]group[space]Protein[space]kinase",2,0.82,2,2,1,3,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3026","CTYZ_00003623","Ctyz_1","CDS",NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"3027","CTYZ_00003624","Ctyz_1","CDS","emp24/gp25L/p24[space]family/GOLD[space]domain[space]containing[space]protein",1,0,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"3028","CTYZ_00003625","Ctyz_1","CDS","Signal[space]peptidase[space]I",1.67,1.15,3,NA,1,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"3029","CTYZ_00003626","Ctyz_1","CDS","Uncharacterized[space]protein",5.33,3.79,1,7,NA,8,1,7,NA,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"3030","CTYZ_00003627","Ctyz_1","CDS","Uncharacterized[space]protein",8,2,10,8,NA,6,8,8,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"3031","CTYZ_00003628","Ctyz_1","CDS","Armadillo-type[space]fold/Signal[space]peptide[space]region[space]containing[space]protein",83.25,48.47,53,125,31,124,47,105,30,119,NA,NA,NA,NA,4,10,1,3,2,10,NA,2
"3032","CTYZ_00003630","Ctyz_1","CDS",NA,1,0,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3033","CTYZ_00003631","Ctyz_1","CDS","Uncharacterized[space]protein",1.5,0.71,1,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3034","CTYZ_00003632","Ctyz_1","CDS","Exonuclease[space]V",2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3035","CTYZ_00003633","Ctyz_1","CDS","Uncharacterized[space]protein",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3036","CTYZ_00003636","Ctyz_1","CDS","V-type[space]proton[space]ATPase[space]proteolipid[space]subunit",1.67,0.58,2,2,NA,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3037","CTYZ_00003637","Ctyz_1","CDS","C2H2-type[space]Zinc[space]finger[space]containing[space]protein",17.67,2.08,20,16,NA,17,15,12,NA,16,NA,NA,NA,NA,2,1,NA,1,3,3,NA,NA
"3038","CTYZ_00003638","Ctyz_1","CDS","Uncharacterized[space]protein",12,7.44,7,23,10,8,6,17,9,7,NA,NA,NA,NA,NA,5,1,NA,1,1,NA,1
"3039","CTYZ_00003639","Ctyz_1","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3040","CTYZ_00003641","Ctyz_1","CDS","Dynamin-like[space]protein",1.67,1.15,1,3,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"3041","CTYZ_00003642","Ctyz_1","CDS","Uncharacterized[space]protein",23.5,16.34,28,19,4,43,27,18,4,39,NA,NA,NA,1,1,1,NA,3,NA,NA,NA,NA
"3042","CTYZ_00003643","Ctyz_1","CDS","Oxoglutarate/malate[space]translocator[space]protein",1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3043","CTYZ_00003645","Ctyz_1","CDS","Uncharacterized[space]protein",14.75,9.67,7,27,18,7,7,27,18,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3044","CTYZ_00003646","Ctyz_1","CDS","Uncharacterized[space]protein",1.33,0.58,2,1,NA,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3045","CTYZ_00003647","Ctyz_1","CDS","Signal[space]peptide[space]region[space]containing[space]protein",8.75,3.4,12,10,4,9,12,10,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3046","CTYZ_00003648","Ctyz_1","tRNA","tRNA-Leu",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"3047","CTYZ_00003649","Ctyz_1","CDS","putative[space]Secreted[space]Protein",2.33,1.15,1,3,NA,3,1,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3048","CTYZ_00003650","Ctyz_1","CDS","Signal[space]peptide[space]region[space]containing[space]protein",1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3049","CTYZ_00003651","Ctyz_1","CDS","Signal[space]peptide[space]region[space]containing[space]protein",2.5,1.29,2,4,1,3,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
